section,finding_id,severity,category,title,location,evidence,impact,fix,attack,defense,verdict,justification,flagged_critical,source_count
S34,S34-F31,P1,THRESHOLD_INPUT_CONTRACT,"choose_thr does not validate vector lengths, binary labels, finite scores, nonnegative costs, capacity or no-feasible-policy cases; capacity=0 returns None/inf.",,,,Fail closed on invalid inputs and explicit no-feasible policy.,,,,,False,1
S34,S34-F32,P1,NO_REVIEW_POLICY_EXCLUDED,"The optimizer always rejects n_review==0, which can force a dominated policy when no review is legitimately cheapest.",,,,Include threshold>max(score) as no-review or declare/validate min_reviews>0 as a business constraint.,,,,,False,1
S34,S34-F34,P1,THRESHOLD_VERSIONING,"thr-v1 is a literal not bound to model, calibrator, cost matrix, capacity, prevalence or tuning snapshot.",,,,Persist an immutable ThresholdManifest with hashes and policy parameters.,,,,,False,1
S34,S34-F35,P1,ABSTAIN_POLICY_DISCONNECTED,"T4-A optimizes one threshold, then T4-B replaces it with unrelated low=.3/high=.7 defaults; the final policy does not use the optimized thr-vN.",,,,Optimize/version low/high as the same decision-policy artifact and explain their relation to cost/capacity.,,,,,False,1
S34,S34-F36,P1,ABSTAIN_INPUT_VALIDATION,decide accepts NaN and inverted bands; NaN becomes abstain and low>high is not rejected.,,,,Validate finite score and 0<=low<high<=1 before routing.,,,,,False,1
S34,S34-F37,P1,ABSTAIN_ROUTING_SEMANTICS,"The opening says the gray band exists so a human decides, but decide() returns abstain while review is reserved for >high; abstain routing and capacity consumption are undefined.",,,,Define operational destinations for skip/review/abstain and count all human-routed cases toward capacity.,,,,,False,1
S34,S34-F38,P1,SLICES_SENSITIVITY_OUTCOME_GAP,The heading promises slices and sensitivity but code only counts binary-threshold flips; no slice table exists and force_label=False is hard-coded.,,,,Compute support/P/R/cost/abstain-rate by slice and sensitivity of the full policy.,,,,,False,1
S34,S34-F43,P1,END_TO_END_EVALUATION_GATE,"Theory intentionally uses different tiny fixtures but never closes with one versioned prediction table flowing through metrics, calibration, threshold and abstention.",,,,"Keep hand-calculation mini-demos, then add one integrated out-of-sample evidence table before the section gate.",Los helpers pueden ser localmente correctos pero inconsistentes entre sí; no existe un canonical end-to-end evidence table antes del gate.,Los mini-sets facilitan cálculo a mano y son defendibles.,CONFIRMED_FINDING,,False,2
S34,S34-F07,P2,METRIC_TERMINOLOGY,AP is described as an approximation to PR-AUC and ROC as inflated by many TN; both are oversimplifications that create a false metric model.,,,,Define AP separately from trapezoidal PR-AUC and explain why PR metrics are often more informative under rare positives.,,,,,False,1
S34,S34-F08,P2,UNDEFINED_METRICS,No-positive denominators collapse to metric=0 without support/undefined state.,,,,Report support and zero_division/undefined status.,,,,,False,1
S34,S34-F19,P2,STRATIFICATION_PRECISION,The prose says stratification keeps the same class proportion in every fold; in practice it is approximate subject to discrete counts.,,,,Say approximately the same proportion and retain absolute-support checks.,,,,,False,1
S34,S34-F25,P2,BRIER_INTERPRETATION,"Brier is framed too close to a calibration-only signal; it combines reliability/calibration, resolution/discriminative power and uncertainty.",,,,State this limitation and use reliability curves for calibration shape.,,,,,False,1
S34,S34-F33,P2,THRESHOLD_TIE_BREAK,"Equal-cost thresholds silently keep the first/lower threshold, often creating more review load without a documented preference.",,,,"Version an explicit tie-break such as lower load, higher recall or higher threshold.",,,,,False,1
S34,S34-F39,P2,SELECTIVE_METRICS_MISSING,Abstention is first-class but coverage/abstain-rate/performance-on-decided cases are absent.,,,,"Report n_skip/n_review/n_abstain, coverage and consumed review capacity.",Dos policies pueden tener la misma precisión en decisiones automáticas con coberturas radicalmente distintas.,S34 puede reservar teoría formal de selective classification para después.,CONFIRMED_FINDING,,False,2
S34,S34-F40,P2,WIDOW_TERMS_REDACTION,"Specificity, headcount, slice, reliability, Platt, isotonic, resampling, holdout and PR-AUC are introduced unevenly; specificity is used causally without definition.",,,,Introduce Spanish-first meanings and the causal relationship each term serves.,El lector avanzado puede inferir varios; «especificidad» aparece causalmente en T2-B sin haberse definido.,No todo anglicismo es defecto y varios términos sí tienen glosa.,CONFIRMED_FINDING,,False,2
S34,S34-F41,P2,LEAKAGE_TERMINOLOGY,"T3-B calls calibration-fit/evaluation separation a way to avoid training-serving skew; this is evaluation leakage/in-sample optimism, not train-serving parity.",,,,Use the correct leakage term and reserve train-serving skew for transformation/distribution parity.,Separar calibration-fit de evaluation evita evaluación in-sample/data leakage; train-serving skew es una diferencia entre transformaciones/distribuciones de train y serving.,La preocupación operacional es válida.,CONFIRMED_FINDING,,False,2
S34,S34-F42,P2,CALIBRATION_GATE_SCOPE,REJECT_UNCALIBRATED is absolute although S34 itself notes an uncalibrated score can still rank usefully; calibration is mandatory only when the product interprets scores probabilistically or makes it an explicit gate.,,,,"State that ranking-only use need not imply probability, while CP-N3-B explicitly requires calibrated probabilities for its decision policy.",La necesidad de calibración depende de si el score se interpreta como probabilidad o si la policy exige probabilidades calibradas.,"El producto de S34 sí declara una cola calibrada, por lo que puede imponerla como requisito interno.",CONFIRMED_FINDING,,False,2
S35,S35-F01,P1,PREREQUISITE_INTEGRITY,S35 consumes S34 scores/metrics/policies as if validated although S34 remains REPAIR_REQUIRED.,,,,Require a machine-valid frozen S34 prediction/policy artifact before S35 analysis.,,,,,False,1
S35,S35-F02,P1,TARGET_FRAMING,"jobRelevance calls the work queue a 'cola de fraude', reframing the inherited needs_review target as fraud.",,,,Call it cola de revisión/triage and keep fraud outside target semantics.,,,,,False,1
S35,S35-F03,P1,EXPLANATION_LINEAGE,"No explanation/fairness/uncertainty artifact is bound to sample_id, model/run, feature-set, split, target, horizon, policy or evidence provenance.",,,,Introduce a versioned CaseExplanation/PredictionRow lineage contract.,,,,,False,1
S35,S35-F04,P1,ETHICAL_FLAG_FALSE_GREEN,"means_fraud=False, causal=False and auto_fraud=False are hard-coded booleans, not validators of prose/actions/labels.",,,,Validate structured claims/actions and reject forbidden semantics.,,,,,False,1
S35,S35-F05,P1,ABSTENTION_OVERGENERALIZATION,The opening states that an unfamiliar case's correct answer is abstention as a universal truth.,,,,Frame abstention/escalation as the lab's fail-closed policy when a validated knowledge-limit condition fires.,,,,,False,1
S35,S35-F06,P1,PERMUTATION_OUTCOME_FIDELITY,"Outcome says calculate permutation importance, but canonical code only sorts externally supplied drops.",,,,Compute baseline and permuted scores from a fitted frozen model and evaluation rows.,,,,,False,1
S35,S35-F07,P1,PERMUTATION_EVIDENCE,"Permutation importance lacks an evaluated fitted model, held-out dataset, repeated shuffles, variability and row/run provenance.",,,,"Use frozen candidate, held-out/CV data, n_repeats and mean/std evidence.",,,,,False,1
S35,S35-F08,P1,PERMUTATION_INPUT_CONTRACT,"rank_by_drop crashes on empty drops, accepts NaN as top feature and has undocumented insertion-order tie break.",,,,Validate non-empty finite drops and define deterministic ties.,,,,,False,1
S35,S35-F10,P1,LOCAL_EXPLANATION_FIDELITY,"value×weight is not bound to a fitted model, transformed row or actual prediction and never verifies additivity/explanation accuracy.",,,,Bind to one frozen model/input and verify baseline+sum(contrib) against actual output in declared space.,,,,,False,1
S35,S35-F11,P1,FOUR_LAYER_OUTCOME_ALIGNMENT,"T1-B promises a four-layer case card, but canonical theory code returns only contributions, a score and causal=False.",,,,Build and validate all four layers in canonical T1-B evidence.,,,,,False,1
S35,S35-F12,P1,RENDER_EVIDENCE_LAYER_CONTRADICTION,"Theory playground labels derived features ['shared_phone','amount_z_high'] as observed evidence.",,,,Use source-record/evidence IDs in evidence layer and keep derived features in model layer.,,,,,False,1
S35,S35-F13,P1,SLICE_METRICS_HANDWRITTEN,"Slice metrics are hand-written aggregates and compared=True, not derived from frozen prediction rows.",,,,Compute per-slice metrics from keyed out-of-sample rows.,,,,,False,1
S35,S35-F14,P1,FAIRNESS_DENOMINATORS_UNCERTAINTY,"Total n is treated as minimum fairness evidence while metric-specific denominators, prevalence/support and uncertainty are absent.",,,,Report confusion/support/prevalence and CI/equivalent uncertainty per slice.,,,,,False,1
S35,S35-F16,P1,SLICE_FLAG_INPUT_CONTRACT,slice_flag accepts negative/fractional counts and classifies NaN as ok_n.,,,,Require finite non-negative integer support and fail closed on invalid n.,,,,,False,1
S35,S35-F17,P1,PROXY_SUPPORT_IGNORED,tag_from_evidence receives n_by_group but ignores it; tiny groups can be tagged high.,,,,Validate group support/uncertainty before risk tags.,,,,,False,1
S35,S35-F18,P1,PROXY_METRIC_CONFLATION,association_gap and fp_rate_gap are undefined quantities placed on one arbitrary 0.15 threshold.,,,,Define each statistic/denominator/uncertainty and separate policies.,,,,,False,1
S35,S35-F19,P1,PROXY_MITIGATION_FALSE_GREEN,Case says district_code is removed and proxies mitigated without retraining/re-evaluating utility and group metrics.,,,,Treat removal as candidate mitigation and rerun full evaluation.,,,,,False,1
S35,S35-F20,P1,TOY_UNCERTAINTY_FALSE_MODEL,Toy p±q has no empirical uncertainty/conformal basis yet a band is required as uncertainty evidence.,,,,Keep toy band as visualization scaffolding; require empirical uncertainty for a real gate.,,,,,False,1
S35,S35-F21,P1,INTERVAL_INPUT_CONTRACT,"score_interval accepts out-of-range/nonfinite p, negative q, reversed/out-of-range bounds and rounds internally.",,,,"Validate finite p∈[0,1], q>0 and bounds; keep full precision internally.",,,,,False,1
S35,S35-F25,P1,OOD_DETECTOR_SCOPE,"Outcome/headline says detect OOD, but max(|z|)>thr cannot detect stated unseen categorical channel or multivariate novelty.",,,,Rename as univariate range check or implement detectors for declared novelty types.,,,,,False,1
S35,S35-F26,P1,OOD_PROVENANCE_ASSERT,reference_split='train' plus assert does not prove z scores came from a train-fitted scaler; asserts can be disabled.,,,,Carry scaler/reference manifest IDs and validate runtime provenance.,,,,,False,1
S35,S35-F27,P1,OOD_INPUT_CONTRACT,"is_ood crashes on empty input, treats NaN as in-domain and accepts negative thresholds.",,,,Validate non-empty finite vectors and positive finite thresholds.,,,,,False,1
S35,S35-F28,P1,OOD_POLICY_DISCONNECTED,"OOD abstain is not bound to S34 frozen abstention/threshold policy, destination or capacity accounting.",,,,Route OOD through the immutable decision-policy manifest/workload model.,,,,,False,1
S35,S35-F29,P1,MODEL_CARD_MINIMUM_FALSE_MODEL,"Four-field 'minimum' attributed to Mitchell et al. omits major Model Cards elements such as model/version, evaluation procedures/data, factors, analyses and caveats.",,,,Call four fields the lab subset and show broader framework.,,,,,False,1
S35,S35-F30,P1,MODEL_CARD_VALIDATOR_BROKEN,"card_ok returns True for use='fraud_label', contestability=False and empty owner if keys exist and fraud_label is out_of_scope.",,,,"Validate values, forbidden uses, non-empty owner and contestability semantics.",,,,,False,1
S35,S35-F31,P1,CONTESTABILITY_FALSE_GREEN,contestability=True is only a boolean; no appeal channel/event/status/history exists.,,,,Represent contestability as a traceable process/state contract.,,,,,False,1
S35,S35-F32,P1,MODEL_CARD_LINEAGE,Card is not bound to actual model/version/data/evaluation metrics/threshold/calibrator/policy.,,,,Persist immutable governed-model and evaluation references.,,,,,False,1
S35,S35-F33,P1,AUDIT_OUTCOME_CONTRADICTION,Outcome says case/human/by are reconstructible while T4-B admits those fields are insufficient.,,,,Require the full reconstructible event fields in outcome/gate.,,,,,False,1
S35,S35-F34,P1,AUDIT_EVENT_VALIDATION,"audit_event accepts empty case/human, arbitrary actions and malformed timestamps.",,,,"Validate identifiers, action enum, timestamp/timezone, reason and model/policy refs.",,,,,False,1
S35,S35-F35,P1,LIFECYCLE_NOT_ENFORCED,Lifecycle is only a printed list; no transition function prevents invalid state changes.,,,,Implement allowed transition graph and persist transition events.,,,,,False,1
S35,S35-F36,P1,DRIFT_RETIREMENT_CLAIM,"Prose says drift_flag retires preserving history, but code has no drift handling, retirement operation or history store.",,,,Implement/verify retirement transition and append-only history.,,,,,False,1
S35,S35-F37,P1,AUDIT_TRAIL_INCOMPLETE,"Portfolio fields still omit event_id, prior/new state, evidence/explanation/policy refs and append-only persistence.",,,,Define immutable append-only AuditEvent lineage.,,,,,False,1
S35,S35-F38,P1,PLAYGROUND_GATE_FALSE_GREEN,"Theory playground can print portfolio_ready=True without validating evidence, uncertainty, OOD provenance, slices, model-card completeness or audit lineage.",,,,Make portfolio_ready consume validators for every required layer.,,,,,False,1
S35,S35-F09,P2,COEFFICIENT_OUTPUT_SCALE,"Coefficient interpretation omits the model/output scale; logistic coefficients operate on log-odds, not probability.",,,,State exact link/output scale and feature scaling before magnitude interpretation.,,,,,False,1
S35,S35-F15,P2,FAIRNESS_FRAMING,"Prose moves from group metric gaps to unequal harm without first defining harm, affected groups and fairness question.",,,,"Start with harm/group/context, then choose disaggregated metrics and uncertainty.",,,,,False,1
S35,S35-F22,P2,POINT_ESTIMATE_OVERCLAIM,'Un score puntual engaña' plus q>0 can imply any nonzero band is more honest than a point estimate.,,,,Say a point is incomplete when uncertainty matters; unjustified intervals are not improvements.,,,,,False,1
S35,S35-F23,P2,BRIER_ABSOLUTE_CLAIM,Always-0.5 calibrated predictor is called 'bad Brier' without a prevalence/reference benchmark.,,,,Compare Brier to appropriate references and avoid absolute bad/good labels.,,,,,False,1
S35,S35-F24,P2,OOD_TAXONOMY_OVERCLAIM,Extreme z is declared same-domain tail while unseen channel is domain shift; extreme values may also be shift/corruption.,,,,Present these as hypotheses/signals requiring provenance checks.,,,,,False,1
S35,S35-F39,P2,REDACTION_WIDOW_TERMS,"score, feature, slice, proxy, high-risk, mitigate, OOD, conformal, model card, contestability and override arrive rapidly with inconsistent Spanish-first definitions.",,,,"Introduce each term in Spanish first with role, input/output and consequence.",,,,,False,1
S35,,UNSPEC,highest_risk_findings,S35-F01/F03 explanation and fairness artifacts inherit invalid S34 metrics/policies without frozen sample/run lineage,,,,,,,,,False,1
S35,,UNSPEC,highest_risk_findings,S35-F06/F07 permutation importance is never computed from an evaluated fitted model and lacks repeat variability,,,,,,,,,False,1
S35,,UNSPEC,highest_risk_findings,S35-F10/F12 local explanation is not bound to the real model and Theory playground mislabels derived features as observed evidence,,,,,,,,,False,1
S35,,UNSPEC,highest_risk_findings,S35-F13/F14/F16 slice analysis uses handwritten aggregates; invalid NaN support can become ok_n and uncertainty/denominators are absent,,,,,,,,,False,1
S35,,UNSPEC,highest_risk_findings,"S35-F17/F18/F19 proxy risk ignores support, conflates unrelated gaps and claims mitigation without retraining/evaluation",,,,,,,,,False,1
S35,,UNSPEC,highest_risk_findings,S35-F20/F21 toy p±q can create invalid/reversed probability bands while serving as required uncertainty artifact,,,,,,,,,False,1
S35,,UNSPEC,highest_risk_findings,S35-F25/F26/F27 OOD detector cannot detect stated novelty types and treats NaN as in-domain,,,,,,,,,False,1
S35,,UNSPEC,highest_risk_findings,"S35-F29/F30/F31/F32 model-card validation can pass forbidden use and no contestability, with no binding to governed model",,,,,,,,,False,1
S35,,UNSPEC,highest_risk_findings,S35-F33-F38 audit/lifecycle/playground gates are not reconstructible/enforceable and can still print green,,,,,,,,,False,1
S36,S36-F01,P1,PREREQUISITE_INTEGRITY,S36 assumes S35 outputs are valid although S35 remains REPAIR_REQUIRED.,,,,Require machine-valid inherited prediction/policy/explanation/audit artifacts.,,,,,False,1
S36,S36-F02,P1,SIGNAL_LINEAGE,"Cluster/anomaly/P@k artifacts lack sample, data, feature, scaler, detector, threshold-policy and as-of lineage.",,,,Introduce immutable UnsupervisedSignalManifest and keyed rows.,,,,,False,1
S36,S36-F03,P1,ETHICS_GATE_FALSE_GREEN,"misconduct_auto=False, verdict=False, human_review=True and similar fields are hard-coded, not validators.",,,,Validate structured claims/actions and routing.,,,,,False,1
S36,S36-F04,P1,THEORY_PLAYGROUND_TOPIC_LEAK,Legacy ai-apis-advanced ID renders an LLM function-calling playground in S36 Theory.,,,,Map the stable ID to an S36 clustering/anomaly playground.,,,,,False,1
S36,S36-F08,P1,SCALER_INPUT_CONTRACT,zscore_list crashes empty and certifies NaN/nonfinite values as scaled=True.,,,,Validate non-empty finite inputs before producing fitted state.,,,,,False,1
S36,S36-F09,P1,SCALER_STATE_LINEAGE,Scaling is recomputed from the current batch and not frozen/versioned.,,,,Fit on reference/train and transform later rows with stored state.,,,,,False,1
S36,S36-F10,P1,CENTROID_CARDINALITY,update_centroids zip-truncates mismatched rows and accepts invalid/negative labels.,,,,"Enforce exact lengths, k and label domains.",,,,,False,1
S36,S36-F11,P1,DBSCAN_PARAMETER_CONTRACT,density helper accepts invalid eps/min_samples.,,,,Require finite eps>=0 and integer min_samples>=1.,,,,,False,1
S36,S36-F12,P1,FIGURE_MISPLACED,Rolling-origin temporal figure is attached to k-selection T1-B rather than temporal T4-A.,,,,Move figure to T4-A.,,,,,False,1
S36,S36-F13,P1,STABILITY_HANDWRITTEN,Multi-seed k selection uses handwritten score maps rather than seeded clusterings.,,,,Run actual repeated seeded clusterings.,,,,,False,1
S36,S36-F14,P1,PARTITION_STABILITY_NOT_MEASURED,Same selected k is not partition stability.,,,,Measure partition agreement with ARI and/or centroid/assignment sensitivity.,,,,,False,1
S36,S36-F15,P1,K_SELECTION_INPUT_CONTRACT,"choose_k crashes empty, accepts NaN and has implicit ties.",,,,Validate finite maps and deterministic ties.,,,,,False,1
S36,S36-F16,P1,K_BUSINESS_CAPACITY_UNIMPLEMENTED,Prose says capacity/business sense affects k but code never consumes capacity.,,,,Separate geometric candidate selection from downstream queue constraints.,,,,,False,1
S36,S36-F19,P1,PCA_PREPROCESSING_CONTRACT,"scale_xy crashes empty, propagates nonfinite state and lacks reusable fitted scaler.",,,,Separate fit/transform and validate inputs.,,,,,False,1
S36,S36-F21,P1,PCA_DISTANCE_ONE_SIDED,far_from_mean sees only positive-side extremes and NaN can false-green.,,,,Use validated absolute deviation or declared distance.,,,,,False,1
S36,S36-F22,P1,MORAL_LABEL_GUARD_INCOMPLETE,Two-token blacklist permits moralized names such as riesgo_moral/sospechoso.,,,,Use structured allowed naming rather than blacklist.,,,,,False,1
S36,S36-F23,P1,PCA_POLICY_BYPASS,Exploratory PCA distance directly enqueues review outside frozen policy/capacity/evidence controls.,,,,Route through governed decision policy.,,,,,False,1
S36,S36-F24,P1,CONTAMINATION_SEMANTICS,IF/LOF contamination is conflated with review capacity.,,,,Separate estimator contamination/threshold semantics from queue budget policy.,,,,,False,1
S36,S36-F25,P1,SIGMA_ONE_SIDED,sigma rule misses lower-tail anomalies.,,,,Declare upper-tail business rule or implement two-sided deviation.,,,,,False,1
S36,S36-F26,P1,SIGMA_REFERENCE_SELF_CONTAMINATION,ref defaults to xs despite requiring clean/past reference.,,,,Require frozen explicit reference.,,,,,False,1
S36,S36-F27,P1,ZERO_VARIANCE_ANOMALY_POLICY,sd=0→1 makes 3-sigma threshold arbitrary for constant reference.,,,,Handle constant reference explicitly with tolerance/data-quality policy.,,,,,False,1
S36,S36-F28,P1,ANOMALY_NUMERIC_CONTRACT,NaN/nonfinite values and invalid thresholds/references are not rejected.,,,,Validate finite inputs and positive finite z.,,,,,False,1
S36,S36-F30,P1,CONTAMINATION_INPUT_CONTRACT,expected_flags accepts invalid contamination and population values.,,,,Validate domain and distinguish detector from queue policy.,,,,,False,1
S36,S36-F31,P1,EXPECTED_FLAGS_FALSE_PRECISION,int(n*contamination) is treated as exact detector flags and conflates estimator setting with policy.,,,,"Use it only as explicit queue-budget arithmetic, not estimator output.",,,,,False,1
S36,S36-F32,P1,TEMPORAL_LEAKAGE_CHECK_BROKEN,has_leakage only checks duplicate month and misses future training periods.,,,,"Parse timestamps and require train times strictly before test, with gap/availability rules.",,,,,False,1
S36,S36-F33,P1,TEMPORAL_LINEAGE_MISSING,Backtest lacks keyed event/availability times and reference snapshot.,,,,Use time-aware keyed rows and frozen reference manifest.,,,,,False,1
S36,S36-F34,P1,BACKTEST_FALSE_GREEN,backtest=True is literal and window flag rates are handwritten.,,,,Derive and validate backtest from scored rows.,,,,,False,1
S36,S36-F35,P1,FLAG_RATE_CONTRACT,mean_flag_rate crashes empty and accepts invalid rates without support.,,,,Validate 0<=rate<=1 and retain counts per window.,,,,,False,1
S36,S36-F37,P1,PRECISION_AT_K_PREORDERED_LABELS,"P@k consumes a pre-ranked utility-label list, so ranking/ties cannot be audited.",,,,Rank keyed scores under stable tie policy.,,,,,False,1
S36,S36-F38,P1,PRECISION_AT_K_INPUT_CONTRACT,k>n and nonbinary labels produce distorted/impossible precision.,,,,Require 1<=k<=n and validated binary utility labels.,,,,,False,1
S36,S36-F39,P1,HITL_FALSE_GREEN,human_in_loop=True is literal and scarcity/coverage is not derived.,,,,Require reviewer routing/capacity and actual count evidence.,,,,,False,1
S36,S36-F40,P1,SCARCE_LABEL_VERIFICATION_BIAS,Labels concentrated among reviewed top-ranked cases can reinforce the ranking policy.,,,,Track sampling/coverage and include random/blinded audit samples where needed.,,,,,False,1
S36,S36-F42,P1,PYTEST_GATE_MISSING,S36 gates remain prints/literals despite systematic pytest requirement since S27.,,,,Add collected regression tests for all critical contracts.,,,,,False,1
S36,S36-F05,P2,SCALING_ABSOLUTE,Scaling is framed as universally non-optional instead of a geometry/units choice.,,,,Explain when standardization is appropriate and when deliberate units/weights matter.,,,,,False,1
S36,S36-F06,P2,KMEANS_CONVERGENCE_OVERCLAIM,"K-means is described as repeating until nothing moves, omitting tolerance/max_iter stopping.",,,,State convergence within tolerance or iteration limit.,,,,,False,1
S36,S36-F07,P2,SCALE_TRAP_DEMO_MISMATCH,One-dimensional single-feature toy cannot demonstrate cross-feature magnitude domination.,,,,Use at least two features with different units.,,,,,False,1
S36,S36-F17,P2,CLUSTER_LABEL_SEMANTICS,Numeric cluster labels are not explicitly taught as arbitrary/permutable.,,,,Show label-swap example and prohibit semantics from cluster numbers.,,,,,False,1
S36,S36-F18,P2,WIDOW_INTERNAL_METRICS,silhouette/ARI are underexplained.,,,,Define them intuitively before use and state limitations.,,,,,False,1
S36,S36-F20,P2,PCA_WEIGHT_SHARE_LABEL,"weight_share_pc1 is coefficient absolute mass, not explained variance/importance; zero vector returns meaningful-looking 0.",,,,Rename metric and reject zero-mass vector.,,,,,False,1
S36,S36-F29,P2,LOF_NOVELTY_USAGE_GAP,LOF novelty=True unseen-only prediction rule is omitted.,,,,Teach sklearn novelty/outlier API distinction.,,,,,False,1
S36,S36-F36,P2,REVIEW_FEEDBACK_SELECTION_BIAS,Review-click utility is said to suffice without acknowledging selective feedback.,,,,Track coverage/sampling and distinguish operational feedback from unbiased evaluation.,,,,,False,1
S36,S36-F41,P2,METRIC_ABSOLUTE_FRAMING,P@k + human feedback is framed as categorically superior to ROC evaluation.,,,,Make P@k the lab queue metric while explaining metric choice depends on objective/coverage.,,,,,False,1
S36,S36-F43,P2,WIDOW_TERMS_REDACTION,"AML, LOF, ARI, silhouette, path length and English process terms lack consistent Spanish-first definitions.",,,,Expand on first use and reuse compact terms thereafter.,,,,,False,1
S36,,UNSPEC,highest_risk_findings,S36-F04 current Theory playground is function-calling/LLM content due legacy ai-apis-advanced ID,,,,,,,,,False,1
S36,,UNSPEC,highest_risk_findings,S36-F08/F10/F11 preprocessing/clustering helpers accept invalid data/parameters and can certify broken state,,,,,,,,,False,1
S36,,UNSPEC,highest_risk_findings,S36-F13/F14 k stability is handwritten and does not measure partition stability,,,,,,,,,False,1
S36,,UNSPEC,highest_risk_findings,S36-F21/F22 PCA interpretation misses negative-side outliers and moralized labels,,,,,,,,,False,1
S36,,UNSPEC,highest_risk_findings,S36-F24/F30/F31 contamination is conflated with review capacity and invalid fractions create impossible workloads,,,,,,,,,False,1
S36,,UNSPEC,highest_risk_findings,"S36-F25/F26/F27/F28 sigma anomaly rule is one-sided, self-contaminating and unsafe under zero variance/NaN",,,,,,,,,False,1
S36,,UNSPEC,highest_risk_findings,S36-F32/F33/F34 temporal backtest cannot prove no future leakage and prints backtest=True,,,,,,,,,False,1
S36,,UNSPEC,highest_risk_findings,S36-F37/F38/F39/F40 P@k/HITL evaluation repeats ranking/input defects and adds selective-label bias,,,,,,,,,False,1
S36,,UNSPEC,highest_risk_findings,S36-F42 gates remain print-only,,,,,,,,,False,1
S37,S37-F01,P1,PREREQUISITE_INTEGRITY,S37 benchmarks S36-era signals although S36 remains REPAIR_REQUIRED.,,Roadmap prerequisite S36; continuation explicitly says only repaired machine-valid S36 artifacts may be optimized.,,Require machine-valid inherited fixture/results and carry S36 regression suite before any performance comparison.,A fast benchmark of an invalid detector/ranking can institutionalize upstream defects.,Referencing prior work is pedagogically appropriate if its contracts are green.,CONFIRMED_FINDING,,False,1
S37,S37-F02,P1,BENCHMARK_LINEAGE,"The central before/after report has no executable manifest binding dataset hash, code commit, benchmark stage, hardware/runtime/library versions, repetitions and policy state.",,Prose demands dataset/hardware but snippets store none of these as artifacts.,,Create versioned BenchmarkManifest and BeforeAfterResult with hashes/environment/stage boundaries.,"Numbers cannot be reproduced or compared if either code, data, stage boundary or environment drifted.",The prose correctly names dataset and hardware as required context.,CONFIRMED_FINDING,,False,1
S37,S37-F03,P1,SAME_RESULT_FALSE_GREEN,same_result is a string/static promise rather than an executed equivalence gate.,,section_contract lists same_result; profile helper checks only s>=0 and s2>=0; T4-B never compares outputs.,,Run baseline/candidate on identical keyed fixture and assert an explicit domain comparator.,Different nonnegative outputs pass CE01.,The prose repeatedly states equivalence as the core rule.,CONFIRMED_FINDING,,False,1
S37,S37-F04,P1,THEORY_PLAYGROUND_TOPIC_LEAK,Legacy id dbt-bigquery renders a simulated dbt model/tests/lineage playground inside S37 Theory.,,"SectionView mapping for dbt-bigquery is dbt_model_daily_metrics and dbt tests, while S37 roadmap/source are profiling/performance.",,Keep id stable; replace only the playground mapping with S37 profiling/equivalence content.,A learner receives a complete practice activity from a different topic.,The stable id itself should remain for progress compatibility.,CONFIRMED_FINDING,,False,1
S37,S37-F05,P1,MISSING_FIGURE,"S37-percentiles is declared in theory but absent from both bespoke FIGURES and all FIGURE_DATA registries, so FigureFrame returns null.",,FigureFrame returns null for unknown IDs; bespoke registry lacks S37-percentiles; data registries contain S37-where-time-goes but no S37-percentiles.,,Add a registered figure with validated data or remove the dead declaration.,The intended tail-latency visual silently disappears from learner-facing theory.,Alt/caption metadata exists in the section source.,CONFIRMED_FINDING,,False,1
S37,S37-F07,P1,TRACEMALLOC_TECHNICAL_FALSEHOOD,Theory categorically says C-extension buffers such as NumPy/pandas are outside tracemalloc.,,Current NumPy explicitly hooks PyDataMem allocations into tracemalloc and exposes np.lib.tracemalloc_domain; Python C API permits extensions to register other domains.,,"Say tracemalloc measures tracked allocations, not RSS; extension visibility depends on allocator/tracing integration, with NumPy as a positive example.",Learners are told a current profiling capability does not exist.,tracemalloc is not RSS and can miss allocations that extensions do not track; that distinction is valid.,CONFIRMED_FINDING,,False,1
S37,S37-F08,P1,MEASUREMENT_BOUNDARY_MISMATCH,"Wall, CPU and memory are measured on three separate path executions while result equivalence between them is not checked.",,"profile_wall_cpu_mem calls path(n) once for wall, once for CPU, once under tracemalloc; only first and third outputs enter a nonnegative predicate.",,Declare purity or snapshot/reset state; compare keyed outputs across runs and bind each measurement to the same fixture/version.,Stateful/nondeterministic work can produce different outputs and states while reporting result=True.,Separate runs can reduce interference among measurement tools for a pure deterministic function.,CONFIRMED_FINDING,,False,1
S37,S37-F09,P1,CPROFILE_HOT_FUNCTION_FALSE_CLAIM,hot_function claims to name the hottest function but hardcodes only expensive-vs-cheap and uses internal tottime without explaining cumulative time.,,Return expression can only produce 'expensive' or 'cheap'; Python docs distinguish tottime from cumtime.,,Use pstats/argmax over the intended metric and teach internal vs cumulative timing.,Any third/nested dominant function cannot be returned; high-level bottleneck may appear in cumulative rather than internal time.,"For the current toy of two leaf helpers, expensive is predictably hotter.",CONFIRMED_FINDING,,False,1
